# 0.777288
中	CHN	丨	O/0.999771	O/0.999771	R-B/0.000229	R-I/0.000000
常	CHN	巾	O/0.999996	O/0.999996	R-B/0.000000	R-I/0.000004
。	PUNC	-	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
脊	CHN	月	R-B/0.999979	O/0.000010	R-B/0.999979	R-I/0.000011
柱	CHN	木	R-I/0.999073	O/0.000052	R-B/0.000875	R-I/0.999073
四	CHN	囗	R-B/0.999495	O/0.000000	R-B/0.999495	R-I/0.000505
肢	CHN	月	R-I/0.999917	O/0.000004	R-B/0.000079	R-I/0.999917
无	CHN	无	O/0.999998	O/0.999998	R-B/0.000001	R-I/0.000001
畸	CHN	田	R-B/0.999978	O/0.000022	R-B/0.999978	R-I/0.000000
形	CHN	彡	R-I/0.999885	O/0.000114	R-B/0.000000	R-I/0.999885
,	PUNC	-	O/0.999998	O/0.999998	R-B/0.000001	R-I/0.000001
腰	CHN	月	R-B/0.999999	O/0.000001	R-B/0.999999	R-I/0.000000
椎	CHN	木	R-I/0.999861	O/0.000132	R-B/0.000007	R-I/0.999861
活	CHN	氵	O/0.998984	O/0.998984	R-B/0.000004	R-I/0.001012
动	CHN	力	O/0.999843	O/0.999843	R-B/0.000000	R-I/0.000156
可	CHN	口	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
无	CHN	无	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
压	CHN	厂	R-B/0.999957	O/0.000043	R-B/0.999957	R-I/0.000000
痛	CHN	疒	R-I/0.999853	O/0.000145	R-B/0.000002	R-I/0.999853
及	CHN	又	O/0.999904	O/0.999904	R-B/0.000090	R-I/0.000006
叩	CHN	口	R-B/0.999951	O/0.000049	R-B/0.999951	R-I/0.000000
击	CHN	凵	R-I/0.999948	O/0.000043	R-B/0.000009	R-I/0.999948
痛	CHN	疒	R-I/0.999950	O/0.000049	R-B/0.000000	R-I/0.999950
,	PUNC	-	O/0.999565	O/0.999565	R-B/0.000017	R-I/0.000418
左	CHN	工	R-B/0.999450	O/0.000130	R-B/0.999450	R-I/0.000420
侧	CHN	亻	R-I/0.999878	O/0.000114	R-B/0.000009	R-I/0.999878
臀	CHN	月	R-I/0.999833	O/0.000000	R-B/0.000166	R-I/0.999833
部	CHN	阝	R-I/0.999999	O/0.000001	R-B/0.000000	R-I/0.999999
局	CHN	尸	O/0.996976	O/0.996976	R-B/0.001488	R-I/0.001535
部	CHN	阝	O/0.996976	O/0.996976	R-B/0.000008	R-I/0.003017
略	CHN	田	O/0.999992	O/0.999992	R-B/0.000006	R-I/0.000002
压	CHN	厂	R-B/0.999581	O/0.000418	R-B/0.999581	R-I/0.000000
痛	CHN	疒	R-I/0.999444	O/0.000536	R-B/0.000020	R-I/0.999444
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
双	CHN	又	R-B/0.997646	O/0.002353	R-B/0.997646	R-I/0.000001
下	CHN	一	R-I/0.997886	O/0.001848	R-B/0.000267	R-I/0.997886
肢	CHN	月	R-I/0.997812	O/0.001675	R-B/0.000513	R-I/0.997812
直	CHN	目	R-B/0.949387	O/0.046254	R-B/0.949387	R-I/0.004359
腿	CHN	月	R-I/0.949724	O/0.000772	R-B/0.049504	R-I/0.949724
抬	CHN	扌	R-I/0.946089	O/0.053884	R-B/0.000027	R-I/0.946089
高	CHN	高	R-I/0.945822	O/0.053791	R-B/0.000387	R-I/0.945822
实	CHN	宀	R-I/0.945207	O/0.054694	R-B/0.000099	R-I/0.945207
验	CHN	马	R-I/0.943434	O/0.056533	R-B/0.000033	R-I/0.943434
阴	CHN	阝	O/0.999787	O/0.999787	R-B/0.000041	R-I/0.000172
性	CHN	忄	O/0.999946	O/0.999946	R-B/0.000000	R-I/0.000054
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
双	CHN	又	R-B/0.999999	O/0.000001	R-B/0.999999	R-I/0.000000
下	CHN	一	R-I/0.999993	O/0.000000	R-B/0.000007	R-I/0.999993
肢	CHN	月	R-I/1.000000	O/0.000000	R-B/0.000000	R-I/1.000000
皮	CHN	皮	R-I/0.998161	O/0.001093	R-B/0.000746	R-I/0.998161
肤	CHN	月	R-I/0.998850	O/0.001142	R-B/0.000008	R-I/0.998850
感	CHN	心	O/0.999968	O/0.999968	R-B/0.000001	R-I/0.000031
觉	CHN	见	O/0.999982	O/0.999982	R-B/0.000014	R-I/0.000004
正	CHN	止	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
常	CHN	巾	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
双	CHN	又	R-B/0.999991	O/0.000008	R-B/0.999991	R-I/0.000000
下	CHN	一	R-I/0.999977	O/0.000000	R-B/0.000023	R-I/0.999977
肢	CHN	月	R-I/1.000000	O/0.000000	R-B/0.000000	R-I/1.000000
及	CHN	又	O/0.999477	O/0.999477	R-B/0.000017	R-I/0.000506
各	CHN	口	R-B/0.990075	O/0.009410	R-B/0.990075	R-I/0.000515
足	CHN	足	R-I/0.990509	O/0.000890	R-B/0.008601	R-I/0.990509
趾	CHN	足	R-I/0.999053	O/0.000900	R-B/0.000047	R-I/0.999053
关	CHN	丷	R-I/0.937429	O/0.062009	R-B/0.000562	R-I/0.937429
节	CHN	艹	R-I/0.937518	O/0.062472	R-B/0.000010	R-I/0.937518
活	CHN	氵	O/0.999880	O/0.999880	R-B/0.000009	R-I/0.000111
动	CHN	力	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000002
功	CHN	力	O/0.999992	O/0.999992	R-B/0.000007	R-I/0.000002
能	CHN	月	O/0.999779	O/0.999779	R-B/0.000213	R-I/0.000008
无	CHN	无	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
障	CHN	阝	O/0.999860	O/0.999860	R-B/0.000140	R-I/0.000000
碍	CHN	石	O/0.999853	O/0.999853	R-B/0.000015	R-I/0.000132
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
四	CHN	囗	R-B/0.987427	O/0.012573	R-B/0.987427	R-I/0.000000
肢	CHN	月	R-I/0.983268	O/0.011540	R-B/0.005192	R-I/0.983268
肌	CHN	月	R-B/0.999898	O/0.000059	R-B/0.999898	R-I/0.000043
力	CHN	力	R-I/0.999540	O/0.000455	R-B/0.000006	R-I/0.999540
正	CHN	止	O/0.999997	O/0.999997	R-B/0.000000	R-I/0.000003
常	CHN	巾	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
肌	CHN	月	R-B/0.999840	O/0.000160	R-B/0.999840	R-I/0.000000
张	CHN	弓	R-I/0.995034	O/0.004742	R-B/0.000225	R-I/0.995034
力	CHN	力	R-I/0.994456	O/0.005540	R-B/0.000004	R-I/0.994456
不	CHN	一	O/0.998652	O/0.998652	R-B/0.000011	R-I/0.001337
高	CHN	高	O/0.998837	O/0.998837	R-B/0.000005	R-I/0.001159
:	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
双	CHN	又	R-B/0.999978	O/0.000020	R-B/0.999978	R-I/0.000003
足	CHN	足	R-I/0.999790	O/0.000001	R-B/0.000210	R-I/0.999790
趾	CHN	足	R-I/0.999966	O/0.000033	R-B/0.000001	R-I/0.999966
及	CHN	又	R-I/0.788136	O/0.207687	R-B/0.004177	R-I/0.788136
踝	CHN	足	R-I/0.790917	O/0.057653	R-B/0.151430	R-I/0.790917
部	CHN	阝	R-I/0.942123	O/0.057870	R-B/0.000006	R-I/0.942123
背	CHN	月	O/0.960174	O/0.960174	R-B/0.012740	R-I/0.027086
伸	CHN	亻	O/0.979579	O/0.979579	R-B/0.000667	R-I/0.019754
力	CHN	力	O/0.979584	O/0.979584	R-B/0.000043	R-I/0.020373
正	CHN	止	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
常	CHN	巾	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
足	CHN	足	R-B/0.999996	O/0.000002	R-B/0.999996	R-I/0.000002
背	CHN	月	R-I/0.999845	O/0.000002	R-B/0.000154	R-I/0.999845
动	CHN	力	R-I/0.998902	O/0.001001	R-B/0.000097	R-I/0.998902
脉	CHN	月	R-I/0.998766	O/0.001229	R-B/0.000005	R-I/0.998766
搏	CHN	扌	O/0.998557	O/0.998557	R-B/0.000327	R-I/0.001116
动	CHN	力	O/0.998886	O/0.998886	R-B/0.000015	R-I/0.001098
可	CHN	口	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000003
触	CHN	角	O/0.999888	O/0.999888	R-B/0.000111	R-I/0.000000
及	CHN	又	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
,	PUNC	-	O/0.999992	O/0.999992	R-B/0.000008	R-I/0.000000
末	CHN	木	O/0.956842	O/0.956842	R-B/0.043118	R-I/0.000040
梢	CHN	木	O/0.957893	O/0.957893	R-B/0.000016	R-I/0.042091
血	CHN	血	O/0.970555	O/0.970555	R-B/0.000572	R-I/0.028873
运	CHN	辶	O/0.999988	O/0.999988	R-B/0.000000	R-I/0.000012
好	CHN	女	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
生	CHN	生	R-B/0.997753	O/0.002247	R-B/0.997753	R-I/0.000000
理	CHN	王	R-I/0.997750	O/0.002244	R-B/0.000006	R-I/0.997750
反	CHN	又	R-I/0.996323	O/0.003595	R-B/0.000082	R-I/0.996323
射	CHN	寸	R-I/0.996242	O/0.003757	R-B/0.000001	R-I/0.996242
正	CHN	止	O/0.999256	O/0.999256	R-B/0.000103	R-I/0.000641
常	CHN	巾	O/0.999838	O/0.999838	R-B/0.000001	R-I/0.000161
存	CHN	子	O/0.999998	O/0.999998	R-B/0.000001	R-I/0.000001
在	CHN	土	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
病	CHN	疒	R-B/0.999969	O/0.000030	R-B/0.999969	R-I/0.000001
理	CHN	王	R-I/0.999965	O/0.000029	R-B/0.000006	R-I/0.999965
反	CHN	又	R-I/0.999906	O/0.000074	R-B/0.000021	R-I/0.999906
射	CHN	寸	R-I/0.999721	O/0.000279	R-B/0.000000	R-I/0.999721
未	CHN	木	O/0.999928	O/0.999928	R-B/0.000000	R-I/0.000072
引	CHN	弓	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
出	CHN	凵	O/0.999971	O/0.999971	R-B/0.000028	R-I/0.000001
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
今	CHN	人	O/0.999981	O/0.999981	R-B/0.000019	R-I/0.000000
日	CHN	日	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000001
陈	CHN	阝	O/0.999932	O/0.999932	R-B/0.000068	R-I/0.000000
文	CHN	文	O/0.999922	O/0.999922	R-B/0.000037	R-I/0.000041
君	CHN	口	O/0.999965	O/0.999965	R-B/0.000022	R-I/0.000013
主	CHN	丶	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
任	CHN	亻	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
医	CHN	匚	O/0.999980	O/0.999980	R-B/0.000020	R-I/0.000000
师	CHN	巾	O/0.999962	O/0.999962	R-B/0.000027	R-I/0.000011
仔	CHN	亻	O/0.999984	O/0.999984	R-B/0.000010	R-I/0.000006
细	CHN	纟	O/0.999993	O/0.999993	R-B/0.000002	R-I/0.000005
查	CHN	木	O/0.999962	O/0.999962	R-B/0.000031	R-I/0.000007
看	CHN	目	O/0.999850	O/0.999850	R-B/0.000134	R-I/0.000016
患	CHN	心	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
者	CHN	耂	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
后	CHN	口	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
患	CHN	心	O/0.999996	O/0.999996	R-B/0.000004	R-I/0.000000
者	CHN	耂	O/0.999995	O/0.999995	R-B/0.000005	R-I/0.000000
及	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
家	CHN	宀	O/0.999888	O/0.999888	R-B/0.000112	R-I/0.000000
属	CHN	尸	O/0.999768	O/0.999768	R-B/0.000159	R-I/0.000073
主	CHN	丶	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
动	CHN	力	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
要	CHN	覀	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
求	CHN	水	O/0.999896	O/0.999896	R-B/0.000103	R-I/0.000001
今	CHN	人	O/0.999979	O/0.999979	R-B/0.000014	R-I/0.000007
日	CHN	日	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
出	CHN	凵	O/0.999959	O/0.999959	R-B/0.000041	R-I/0.000000
院	CHN	阝	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
嘱	CHN	口	O/0.999988	O/0.999988	R-B/0.000012	R-I/0.000000
其	CHN	八	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
出	CHN	凵	O/0.999800	O/0.999800	R-B/0.000200	R-I/0.000000
院	CHN	阝	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000002
后	CHN	口	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
注	CHN	氵	O/0.999945	O/0.999945	R-B/0.000055	R-I/0.000000
意	CHN	心	O/0.999954	O/0.999954	R-B/0.000039	R-I/0.000007
休	CHN	亻	O/0.999972	O/0.999972	R-B/0.000025	R-I/0.000003
息	CHN	心	O/0.999966	O/0.999966	R-B/0.000010	R-I/0.000024
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
避	CHN	辶	O/0.999943	O/0.999943	R-B/0.000057	R-I/0.000000
免	CHN	刀	O/0.999971	O/0.999971	R-B/0.000018	R-I/0.000012
剧	CHN	刂	O/0.999993	O/0.999993	R-B/0.000006	R-I/0.000000
烈	CHN	灬	O/0.999998	O/0.999998	R-B/0.000001	R-I/0.000000
活	CHN	氵	O/0.999984	O/0.999984	R-B/0.000016	R-I/0.000000
动	CHN	力	O/0.999985	O/0.999985	R-B/0.000001	R-I/0.000014
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
不	CHN	一	O/0.999902	O/0.999902	R-B/0.000098	R-I/0.000000
适	CHN	辶	O/0.999913	O/0.999913	R-B/0.000003	R-I/0.000085
随	CHN	阝	O/0.999988	O/0.999988	R-B/0.000006	R-I/0.000006
诊	CHN	讠	O/0.999991	O/0.999991	R-B/0.000000	R-I/0.000009
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
遵	CHN	辶	O/0.999864	O/0.999864	R-B/0.000136	R-I/0.000000
嘱	CHN	口	O/0.999917	O/0.999917	R-B/0.000001	R-I/0.000081
执	CHN	扌	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
行	CHN	行	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
。	PUNC	-	O/0.999997	O/0.999997	R-B/0.000003	R-I/0.000000

# 0.145239
患	CHN	心	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
者	CHN	耂	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
诉	CHN	讠	O/0.999913	O/0.999913	R-B/0.000087	R-I/0.000000
腰	CHN	月	R-B/0.991376	O/0.008609	R-B/0.991376	R-I/0.000015
部	CHN	阝	R-I/0.973962	O/0.025833	R-B/0.000205	R-I/0.973962
疼	CHN	疒	R-B/0.999958	O/0.000014	R-B/0.999958	R-I/0.000028
痛	CHN	疒	R-I/0.999984	O/0.000015	R-B/0.000000	R-I/0.999984
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
精	CHN	米	O/0.999432	O/0.999432	R-B/0.000568	R-I/0.000000
神	CHN	礻	O/0.999412	O/0.999412	R-B/0.000017	R-I/0.000570
、	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
饮	CHN	饣	O/0.999990	O/0.999990	R-B/0.000010	R-I/0.000000
食	CHN	食	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
差	CHN	工	O/0.999994	O/0.999994	R-B/0.000006	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
睡	CHN	目	O/0.999987	O/0.999987	R-B/0.000013	R-I/0.000000
眠	CHN	目	O/0.999981	O/0.999981	R-B/0.000017	R-I/0.000002
差	CHN	工	O/0.999813	O/0.999813	R-B/0.000169	R-I/0.000017
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
便	CHN	亻	O/0.998700	O/0.998700	R-B/0.001299	R-I/0.000001
秘	CHN	禾	O/0.999138	O/0.999138	R-B/0.000002	R-I/0.000860
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
导	CHN	寸	O/0.998854	O/0.998854	R-B/0.001146	R-I/0.000000
尿	CHN	尸	O/0.998088	O/0.998088	R-B/0.000779	R-I/0.001133
管	CHN	竹	O/0.998157	O/0.998157	R-B/0.000024	R-I/0.001819
导	CHN	寸	O/0.999720	O/0.999720	R-B/0.000017	R-I/0.000264
尿	CHN	尸	O/0.982569	O/0.982569	R-B/0.017162	R-I/0.000269
通	CHN	辶	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000002
畅	CHN	田	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
尿	CHN	尸	O/0.998577	O/0.998577	R-B/0.001423	R-I/0.000000
色	CHN	色	O/0.999984	O/0.999984	R-B/0.000001	R-I/0.000016
淡	CHN	氵	O/0.999960	O/0.999960	R-B/0.000038	R-I/0.000002
黄	CHN	黄	O/0.999957	O/0.999957	R-B/0.000009	R-I/0.000034
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
查	CHN	木	R-B/0.999981	O/0.000019	R-B/0.999981	R-I/0.000001
体	CHN	亻	R-I/0.999984	O/0.000016	R-B/0.000000	R-I/0.999984
:	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
一	CHN	一	O/0.999953	O/0.999953	R-B/0.000047	R-I/0.000000
般	CHN	舟	O/0.999928	O/0.999928	R-B/0.000044	R-I/0.000028
情	CHN	忄	O/0.999984	O/0.999984	R-B/0.000002	R-I/0.000014
况	CHN	冫	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
差	CHN	工	O/0.999996	O/0.999996	R-B/0.000003	R-I/0.000001
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
头	CHN	大	R-B/0.993695	O/0.006304	R-B/0.993695	R-I/0.000001
颅	CHN	页	R-I/0.992413	O/0.006632	R-B/0.000954	R-I/0.992413
五	CHN	二	R-B/0.725595	O/0.000480	R-B/0.725595	R-I/0.273925
官	CHN	宀	R-I/0.998491	O/0.001028	R-B/0.000481	R-I/0.998491
无	CHN	无	O/0.999990	O/0.999990	R-B/0.000002	R-I/0.000008
畸	CHN	田	R-B/0.999994	O/0.000006	R-B/0.999994	R-I/0.000001
形	CHN	彡	R-I/0.999991	O/0.000009	R-B/0.000000	R-I/0.999991
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
颈	CHN	页	O/0.989450	O/0.989450	R-B/0.010550	R-I/0.000000
软	CHN	车	O/0.999996	O/0.999996	R-B/0.000000	R-I/0.000004
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
无	CHN	无	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
抵	CHN	扌	O/0.999775	O/0.999775	R-B/0.000225	R-I/0.000000
抗	CHN	扌	O/0.999812	O/0.999812	R-B/0.000005	R-I/0.000184
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
颈	CHN	页	R-B/0.999952	O/0.000035	R-B/0.999952	R-I/0.000014
部	CHN	阝	R-I/0.999962	O/0.000038	R-B/0.000000	R-I/0.999962
及	CHN	又	O/0.990867	O/0.990867	R-B/0.000282	R-I/0.008851
锁	CHN	钅	R-B/0.987539	O/0.003353	R-B/0.987539	R-I/0.009108
骨	CHN	骨	R-I/0.996302	O/0.003613	R-B/0.000085	R-I/0.996302
上	CHN	一	O/0.926788	O/0.926788	R-B/0.000199	R-I/0.073013
可	CHN	口	O/0.999457	O/0.999457	R-B/0.000001	R-I/0.000542
扪	CHN	扌	O/0.999979	O/0.999979	R-B/0.000001	R-I/0.000020
及	CHN	又	O/0.999958	O/0.999958	R-B/0.000042	R-I/0.000000
肿	CHN	月	R-B/0.999613	O/0.000387	R-B/0.999613	R-I/0.000000
大	CHN	大	R-I/0.998684	O/0.001254	R-B/0.000063	R-I/0.998684
的	CHN	白	O/0.978043	O/0.978043	R-B/0.000036	R-I/0.021922
淋	CHN	氵	O/0.987372	O/0.987372	R-B/0.000274	R-I/0.012354
巴	CHN	巳	O/0.988676	O/0.988676	R-B/0.000044	R-I/0.011280
结	CHN	纟	O/0.989534	O/0.989534	R-B/0.000001	R-I/0.010465
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
质	CHN	贝	O/0.999961	O/0.999961	R-B/0.000039	R-I/0.000000
硬	CHN	石	O/0.999957	O/0.999957	R-B/0.000009	R-I/0.000034
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
活	CHN	氵	O/0.999990	O/0.999990	R-B/0.000010	R-I/0.000000
动	CHN	力	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000002
差	CHN	工	O/0.999993	O/0.999993	R-B/0.000005	R-I/0.000002
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
无	CHN	无	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
压	CHN	厂	R-B/0.999918	O/0.000082	R-B/0.999918	R-I/0.000000
痛	CHN	疒	R-I/0.999904	O/0.000096	R-B/0.000000	R-I/0.999904
。	PUNC	-	O/0.999987	O/0.999987	R-B/0.000004	R-I/0.000009
胸	CHN	月	R-B/0.998482	O/0.001459	R-B/0.998482	R-I/0.000059
廓	CHN	广	R-I/0.998468	O/0.001501	R-B/0.000031	R-I/0.998468
对	CHN	寸	O/0.760074	O/0.760074	R-B/0.239371	R-I/0.000555
称	CHN	禾	O/0.760358	O/0.760358	R-B/0.000290	R-I/0.239351
无	CHN	无	O/0.999980	O/0.999980	R-B/0.000002	R-I/0.000018
畸	CHN	田	R-B/0.999984	O/0.000004	R-B/0.999984	R-I/0.000011
形	CHN	彡	R-I/0.999986	O/0.000014	R-B/0.000000	R-I/0.999986
,	PUNC	-	O/0.999991	O/0.999991	R-B/0.000009	R-I/0.000000
呼	CHN	口	R-B/0.999933	O/0.000067	R-B/0.999933	R-I/0.000000
吸	CHN	口	R-I/0.999926	O/0.000065	R-B/0.000009	R-I/0.999926
动	CHN	力	R-I/0.999933	O/0.000066	R-B/0.000001	R-I/0.999933
度	CHN	广	R-I/0.999670	O/0.000329	R-B/0.000000	R-I/0.999670
两	CHN	一	O/0.999704	O/0.999704	R-B/0.000020	R-I/0.000275
侧	CHN	亻	O/0.999735	O/0.999735	R-B/0.000005	R-I/0.000260
均	CHN	土	O/0.999997	O/0.999997	R-B/0.000000	R-I/0.000002
匀	CHN	勹	O/0.999994	O/0.999994	R-B/0.000005	R-I/0.000001
等	CHN	竹	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
无	CHN	无	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
增	CHN	土	O/0.999899	O/0.999899	R-B/0.000101	R-I/0.000000
强	CHN	弓	O/0.999921	O/0.999921	R-B/0.000000	R-I/0.000078
及	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
减	CHN	冫	O/0.999933	O/0.999933	R-B/0.000067	R-I/0.000000
弱	CHN	弓	O/0.999804	O/0.999804	R-B/0.000135	R-I/0.000062
双	CHN	又	R-B/0.999650	O/0.000184	R-B/0.999650	R-I/0.000166
侧	CHN	亻	R-I/0.999826	O/0.000168	R-B/0.000006	R-I/0.999826
语	CHN	讠	R-I/0.999811	O/0.000183	R-B/0.000006	R-I/0.999811
颤	CHN	页	R-I/0.999806	O/0.000193	R-B/0.000001	R-I/0.999806
无	CHN	无	O/0.999997	O/0.999997	R-B/0.000000	R-I/0.000003
增	CHN	土	O/0.999982	O/0.999982	R-B/0.000017	R-I/0.000000
强	CHN	弓	O/0.999990	O/0.999990	R-B/0.000001	R-I/0.000008
及	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
减	CHN	冫	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
弱	CHN	弓	O/0.999998	O/0.999998	R-B/0.000001	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
未	CHN	木	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
触	CHN	角	O/0.999972	O/0.999972	R-B/0.000028	R-I/0.000000
及	CHN	又	O/0.999985	O/0.999985	R-B/0.000008	R-I/0.000007
皮	CHN	皮	R-B/0.999471	O/0.000371	R-B/0.999471	R-I/0.000158
下	CHN	一	R-I/0.999611	O/0.000186	R-B/0.000203	R-I/0.999611
捻	CHN	扌	R-I/0.999719	O/0.000210	R-B/0.000072	R-I/0.999719
发	CHN	又	R-I/0.999137	O/0.000008	R-B/0.000854	R-I/0.999137
音	CHN	音	R-I/0.999993	O/0.000007	R-B/0.000000	R-I/0.999993
,	PUNC	-	O/0.999963	O/0.999963	R-B/0.000000	R-I/0.000037
双	CHN	又	R-B/0.850888	O/0.149069	R-B/0.850888	R-I/0.000043
肺	CHN	月	R-I/0.850278	O/0.146005	R-B/0.003717	R-I/0.850278
扣	CHN	扌	R-B/0.998340	O/0.000856	R-B/0.998340	R-I/0.000804
音	CHN	音	R-I/0.999112	O/0.000850	R-B/0.000038	R-I/0.999112
清	CHN	氵	O/0.999507	O/0.999507	R-B/0.000001	R-I/0.000492
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
肺	CHN	月	R-B/0.861887	O/0.138113	R-B/0.861887	R-I/0.000000
肝	CHN	月	R-B/0.898578	O/0.101166	R-B/0.898578	R-I/0.000256
相	CHN	目	R-B/0.999029	O/0.000668	R-B/0.999029	R-I/0.000304
对	CHN	寸	R-I/0.998517	O/0.000790	R-B/0.000693	R-I/0.998517
浊	CHN	氵	R-I/0.999144	O/0.000304	R-B/0.000552	R-I/0.999144
音	CHN	音	R-I/0.999682	O/0.000309	R-B/0.000009	R-I/0.999682
界	CHN	田	R-I/0.999418	O/0.000581	R-B/0.000001	R-I/0.999418
位	CHN	亻	O/0.999281	O/0.999281	R-B/0.000004	R-I/0.000715
于	CHN	二	O/0.999981	O/0.999981	R-B/0.000013	R-I/0.000006
右	CHN	口	R-B/0.999774	O/0.000215	R-B/0.999774	R-I/0.000011
侧	CHN	亻	R-I/0.999859	O/0.000120	R-B/0.000021	R-I/0.999859
